titles,distros,department,time,location,professor,description,courseNum,meet
Experimental Design and Statistical Analysis,DED ,Biology ,9:45am-11:00am,"McCardell Bicentennial Hall 538 (MBH 538)
		",,"
Experimental design is one of the most important parts of doing science, but it is difficult to do well. How do you randomize mice? How many replicate petri plates should be inoculated? If I am measuring temperature in a forest, where do I put the thermometer? In this course students will design experiments across the sub-areas of biology. We will run student designed experiments, and then learn ways to analyze the data, and communicate the results. Students planning to do independent research are encouraged to take this course. (BIOL 0140 or BIOL 0145). ",BIOL0211A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Animal Behavior,SCI ,Biology ,8:15am-9:30am,"McCardell Bicentennial Hall 338 (MBH 338)
		",Mark Spritzer ,"
The behavior of animals primarily from an ethological perspective, with respect to genetics, physiology, evolution, and other biological factors. The course follows the history and methods of studying individual and social behaviors like feeding, courtship, mating, parental care, defense, predation, and migration. We examine live animals in the field and lab to illustrate such processes as instinct, learning, and communication. Discussion topics address recent research, and students design their own research projects. Oral, and written reports are required. (BIOL 0140 or BIOL 0145) 2.5 hrs. lect./1 hr. video screen./3 hrs. lab ",BIOL0216A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Evolutionary Biology,DED SCI ,Biology ,9:45am-11:00am,"McCardell Bicentennial Hall 311 (MBH 311)
		",Andrew Swafford ,"
Why don’t frogs have wings? When did the first eye evolve? The answers to these questions exemplify how evolutionary biology can be used to understand the diversity of the present day and how we can trace important traits back to their origins. In this class, we will learn about the processes that drive diversity, the constraints on evolution, and how the interplay between genes, traits, organisms, and species has sculpted the landscape of life we see today. In addition to lectures, you will read foundational and current primary literature and will lead a project that will use current tools in comparative biology to reconstruct the evolutionary history of a modern-day gene back to its origin in the distant past. (BIOL 140 or 145). 3hrs lect. ",BIOL0217A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Immunology,SCI ,Biology ,8:15am-9:30am,"Old Chapel 206 (OCH 206)
		",Grace Spatafora ,"
In this course we will explore the human immune system and how it works to protect the body from infection.  Students will be introduced to the cells and molecules of the immune system and how they work together to protect the host from foreign invaders.  We will focus on the cellular and molecular mechanisms of innate immunity before exploring the cellular and genetic principles that underlie the adaptive immune response.  Finally, we will investigate how innate and adaptive immunity work together to combat infection and how disease can arise from inadequacies in this coordinated host response. (BIOL 0145) ",BIOL0280A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Aquatic Ecology,SCI ,Biology ,11:15am-12:30pm,"McCardell Bicentennial Hall 303 (MBH 303)
		",Eric Moody ,"
In this course we will combine field-based laboratory exercises with classroom activities to examine how humans interact with aquatic ecosystems and how these systems contribute to our understanding of fundamental ecological concepts. Our field trips will focus on aquatic ecosystems and organisms in Vermont, but we will also consider aquatic ecology more broadly through several modules linking processes across ecological scales from whole ecosystems to individual organisms. Evaluation will be based on periodic quizzes, reports synthesizing the laboratory modules, exams emphasizing the concepts covered, and an independent research project. (BIOL 0140). 3 hrs. lect./3 hrs. lab. ",BIOL0304A-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
Developmental Biology,SCI ,Biology ,8:40am-9:30am,"McCardell Bicentennial Hall 303 (MBH 303)
		",Catherine Combelles ,"
Have you ever wondered how an embryo develops from a simple fertilized egg to a complex adult? This course explores this question, examining the preparation and initiation of development (gametogenesis, fertilization, cleavages, and gastrulation), the formation of embryonic structure (morphogenesis), the creation of embryonic pattern (pattern formation), and the control of gene expression during embryogenesis. In a semester when a laboratory section is offered, students will design and carry out experiments at the cutting edge of developmental biology, incorporating modern cellular, molecular, and genetic techniques with classical embryological approaches. Fundamental mysteries of development will be investigated in model organisms that best illustrate each process. This course does not have a lab associated with it every semester. (BIOL 0140 and BIOL 0145) 3 hrs. lect./4 hrs. lab ",BIOL0305A-F25,"Monday, Wednesday, Friday (Sep 8, 2025 to Dec 8, 2025)"
Molecular Genetics,SCI ,Biology ,9:45am-11:00am,"McCardell Bicentennial Hall 148 (MBH 148)
		",Emily Putnam ,"
This course will focus on the structure and function of nucleic acids in both prokaryotes and eukaryotes. Lectures will center on molecular mechanisms of mutation, transposition, and recombination, the regulation of gene expression, and gene control in development, immune diversity and carcinogenesis. Readings from the primary literature will complement the textbook and classroom discussions. The laboratory will provide training in both classic and contemporary molecular-genetic techniques including nucleic acid isolation and purification, cloning, electroporation, nick-translation, Southern/Northern blotting, DNA sequencing, PCR and RT-PCR. (BIOL or MBBC majors, or by waiver. BIOL 0140 and BIOL 0145 or waiver) 3 hrs. lect./4 hrs. lab./1 hr. prelab. ",BIOL0314A-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
Plant Molecular Physiology,SCI ,Biology ,11:15am-12:30pm,"McCardell Bicentennial Hall 338 (MBH 338)
		",Erik Solhaug ,"
When you look at a plant, what do you see? One might observe that plants are green, and they don’t move. Some might question whether plants are truly alive. In this course, we will challenge the notion that plants experience the world passively. Inside a plant, there are many highly active, dynamic processes by which a plant senses aspects of its environment and initiates complex responses that allow it to defend itself, alert its neighbors, or overcome harsh environments. Specifically, in this course we will focus on multiple aspects of plant molecular physiology, including major hormonal responses, developmental stages, vascular transport, nutrient acquisition, and metabolism, all in the context of building our understanding of the genes and proteins that catalyze these essential processes. The lab portion of this course will introduce students to common methods used by plant geneticists to test gene function, including mutational analysis, molecular cloning, and plant transformation, among others. (BIOL 0140 and BIOL 0145) 3 hrs lecture / 3 hrs lab. ",BIOL0318A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Bioinformatics,DED SCI ,Biology ,9:45am-11:00am,"McCardell Bicentennial Hall 311 (MBH 311)
		",Andrew Swafford ,"
Whether we are identifying cancerous cells, counting animals in an image, or comparing protein functions, we are likely relying on a suite of computational tools. Even then, doing these tasks at a meaningful scale quickly outpaces manual analysis. How, then, are we supposed to identify cancerous cells in 200,000 patients a day or compare proteins across all animal life? In this course, we will learn how to approach biological questions using programmatic thinking. We will refine your data collection strategies, learn the basics of programs and databases for image processing, sequence and phenotypic data, and functional annotation. Lastly, we will apply this knowledge, creating scripts to automate analysis for datasets too large for manual processing. No previous programming experience is necessary. (BIOL 0140 or BIOL 0145). 3 hrs. lect. / 3 hrs. lab ",BIOL0345A-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
Molecular Microbial Ecology,SCI ,Biology ,11:15am-12:30pm,"McCardell Bicentennial Hall 417 (MBH 417)
		",Erin Eggleston ,"
Molecular microbial ecology (MME) uses leading-edge molecular tools to study the  interactions and diversity of microorganisms in the natural environment. MME covers topics ranging from ancient polar microbes, the human microbiome, and possibly life beyond Earth.  This course will discuss papers that highlight modern technical approaches and form the current theoretical framework in microbial ecology. The laboratory will examine the structure (who is there) and function (what are they doing) of microbial communities in environmental samples. We will cultivate novel microorganisms and analyze nucleic acids via community fingerprinting, functional gene analysis, and the computational exploration of metagenomic datasets.   (BIOL 0140, BIOL 0145 and CHEM 0103 or 0104 or waiver) 3 hrs. lect./3 hrs. lab ",BIOL0365A-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
