titles,distros,department,time,location,professor,description,courseNum,meet
African American Literature (AL),AMR LIT ,English ,9:45am-11:00am,"Axinn Center 219 (AXN 219)
		",William Nash ,"
This course surveys developments in African American fiction, drama, poetry, and essays during the 20th century.  Reading texts in their social, historical, and cultural contexts—and often in conjunction with other African American art forms like music and visual art—we will explore the evolution and deployment of various visions of black being and black artistry, from the Harlem Renaissance through social realism and the Black Arts Movement, to the contemporary post-soul aesthetic.  Authors may include Langston Hughes, Zora Neale Hurston, Gwendolyn Brooks, Ralph Ellison, Lorraine Hansberry, Amiri Baraka, Ishmael Reed, Toni Morrison, Charles Johnson, and Octavia Butler. 3 hrs lect./disc. (Diversity) (Rec) (Formerly ENAM 0252) ",ENGL0252A-F23,"Monday, Wednesday (Sep 11, 2023 to Dec 11, 2023)"
"Posthuman Medicine: Morals, Machines, and Bodies",LIT ,English ,11:15am-12:30pm,"Axinn Center 104 (AXN 104)
		",Michael Newbury ,"
Medical treatments and technologies now keep people alive when they once surely would have died. But the increasing power of medicine has also raised nightmarish possibilities of lives controlled, squandered, or sacrificed to a system that often alienates patients, is centered on profit, and has a long history of treating marginal populations recklessly. How do science fiction writers, doctors, film makers, memoirists, and healthcare corporations portray an ever more medicalized vision of human experience and human bodies? Texts and films for the course will include HG Wells, The Island of Doctor Moreau, Atul Gawande, Complications; Octavia Butler, Clay’s Ark; Michael Gondry, Eternal Sunshine of the Spotless Mind, Karen Russell, Sleep Donation, and Kazuo Ishiguro, Never Let Me Go. ",ENGL0287A-F23,"Tuesday, Thursday (Sep 11, 2023 to Dec 11, 2023)"
"Race, Capitalism, Decolonization",CMP SOC ,English ,2:15pm-3:30pm,"Axinn Center 109 (AXN 109)
		",Yumna Siddiqi ,"
What does race have to do with capitalism and profit, exploitation and dispossession?  Drawing on contemporary fiction, poetry, and theory, we will consider the intersections of race and capitalism in shaping contemporary epistemologies, institutional practices, and lived experiences in local and global contexts. We will explore how present-day formations of race and capitalism are related to histories of imperialism and the global extraction of labor and resources.  Decolonization implies a deep, complex, and multi-faceted process by which the discourses, knowledges, and practices at the core of capitalism and imperialism(s) and their mechanisms of oppression are challenged and dismantled. Please note that, if circumstances require, this course may occasionally be taught remotely. (Formerly ENAM 0313) ",ENGL0313A-F23,"Monday, Wednesday (Sep 11, 2023 to Dec 11, 2023)"
Shakespeare’s Career (Pre-1800),EUR LIT ,English ,11:15am-12:30pm,"Axinn Center 109 (AXN 109)
		",Timothy Billings ,"
In this course we will study the whole arc of William Shakespeare's literary career from the earliest histories, comedies, and non-dramatic poetry to the more mature tragedies and romances, with an eye to understanding Shakespeare’s development as a writer in his own time. How might the plays have resonated for his first audiences on stage, and how have subsequent readers drawn their own meanings from the published texts? Reading one play a week, we will pay close attention to such dramaturgical issues as Shakespeare’s construction of character and of plot, his adaptation of sources, and his modes of versification, as well as the ethical, political, and commercial implications of Shakespeare’s works during his lifetime, some of which stand in contrast with what we learn from them today. 3 hrs. lect./3 hrs self-scheduled screenings. (Formerly ENAM 0330) ",ENGL0330A-F23,"Tuesday, Thursday (Sep 11, 2023 to Dec 11, 2023)"
The Millennial Novel,AMR CMP LIT SOC ,English ,2:15pm-3:30pm,"Munroe Hall 217 (MNR 217)
		",Jennifer Wang ,"
In describing the essential features of the “millennial novel,” author Brandon Taylor insists, “What matters are the vibes.” Historically, the millennial novel is produced by authors born between 1981 and 1996. Thematically, it is distinguished by how “more female, queer, and BIPOC characters get to confront the impending collapse of society.” In this course, we will study the new genre of the millennial novel by reading its exemplary texts such as Private Citizens, Luster, Such a Fun Age, and Severance. Along the way, we will supplement the novel form with other millennial aesthetics, such as the music of Taylor Swift, the cinema of Emerald Fennell, and television shows by Issa Rae and Michaela Coel. This is an advanced course, so it is strongly recommended that you have completed previous ENGL coursework. Sem. ",ENGL0334A-F23,"Tuesday, Thursday (Sep 11, 2023 to Dec 11, 2023)"
Advanced Fiction Workshop,ART LIT ,English ,7:30pm-10:25pm,"Axinn Center 220 (AXN 220)
		",Robert Cohen ,"
Ian MacEwan once said that very few novels earn their length.  In this course we will read short works by Denis Johnson, Toni Morrison, Zadie Smith, Karen Russell, Julian Barnes, and Ocean Vuong to explore the power of short novels and take a close look at prose, style, and economic character development. We will examine the constraints of space, and the freedom to experiment with form. Students will generate and workshop the beginnings of their own novellas, and class discussion will be based on our reading and creative work. 3 hrs. sem.(any 100-level CRWR course and Instructor Approval) (Formerly ENAM 0370) (This course is not a college writing course)  3 hrs. sem. ",ENGL0370A-F23,"Tuesday (Sep 11, 2023 to Dec 11, 2023)"
Workshop: Poetry,ART ,English ,2:15pm-3:30pm,"Old Chapel 206 (OCH 206)
		",Jay Parini ,"
This course is an advanced workshop for students who have already done some work in poetry and are committed to the challenge of continued artistic development. Students will write a new poem each week, and revise at least eight of these for inclusion in a final chapbook project. Readings will include craft essays as well as several recent poetry collections by writers such as Hanif Abdurraqib and Natalie Diaz. (any 100-level CRWR course and Instructor Approval). 3 hrs. sem. ",ENGL0375A-F23,"Tuesday, Thursday (Sep 11, 2023 to Dec 11, 2023)"
Batter My Heart: Religious Poetry from the Psalms to Mary Oliver,LIT PHL ,English ,12:45pm-2:00pm,"Old Chapel 206 (OCH 206)
		",Jay Parini ,"
In this seminar we will look closely at some of the major religious poets (broadly defined to include a variety of traditions) in the course of English and American poetry from the 17th century writers John Donne and George Herbert to the contemporary American poet Mary Oliver. Major figures will look at include Donne, Herbert, Wordsworth, Hopkins, Dickinson, T. S. Eliot, W.H. Auden, Charles Wright, and Mary Oliver.   There will be prose selections from various poets and spiritual writers, including Emerson. (Formerly ENAM 0442) ",ENGL0442A-F23,"Tuesday, Thursday (Sep 11, 2023 to Dec 11, 2023)"
Faulkner and His Influence (AL),AMR LIT NOR ,English ,2:15pm-3:30pm,"Pearsons KAD (PRS KAD)
		",Brett Millier ,"
William Faulkner was extreme: the most radical formal innovator among the American Modernist novelists and an outrageous (and subtle) thinker about the complex social and racial history of the American South. He presides over the literature of the southern United States as a towering, Nobel Prize-winning giant. In this course we will read Faulkner’s major novels and short stories, and then look at where his influence shows up in more contemporary writing by American writers, black and white. 3 hrs. sem. ",ENGL0450A-F23,"Monday, Wednesday (Sep 11, 2023 to Dec 11, 2023)"
Natural Science and the Environment,SCI ,Prog in Environmental Studies ,11:15am-12:30pm,"McCardell Bicentennial Hall 220 (MBH 220)
		",Peter Ryan Marc Lapin Monica Przyperhart ,"
We will explore in detail a series of current environmental issues in order to learn how principles of biology, chemistry, geology, and physics, as well as interdisciplinary scientific approaches, help us to identify and understand challenges to environmental sustainability. In lecture, we will examine global environmental issues, including climate change, water and energy resources, biodiversity and ecosystem services, human population growth, and world food production, as well as the application of science in forging effective, sustainable solutions. In the laboratory and field, we will explore local manifestations of global issues via experiential and hands-on approaches. 3 hrs. lect., 3 hrs. lab. (By Approval) ",ENVS0112A-F23,"Tuesday, Thursday (Sep 11, 2023 to Dec 11, 2023)"
Human Geography with GIS,DED SOC ,Prog in Environmental Studies ,11:15am-12:30pm,"McCardell Bicentennial Hall 104 (MBH 104)
		",Niwaeli Kimambo ,"
How do geographers study spatial interactions between people and the environment? How does socio-economic status relate to spatial patterns of settlement, social organization, access to resources, and exposure to risks? How can geographic information systems (GIS) help geographers explain these spatial patterns and processes? In this course we will apply GIS to a wide range of topics in human geography including urban, environmental, political, hazards, and health. We will learn how to gather, create, analyze, visualize, and critically interpret geographic data through tutorials, collaborative labs, and independent work that culminate in cartographic layouts of our results. 3 hrs. lect./3 hrs. lab. ",ENVS0120A-F23,"Monday, Wednesday (Sep 11, 2023 to Dec 11, 2023)"
